订单号,客户,板件条码,板件备注,项目地址,房间,厚度,材质,高光板,颜色,板件名称,成品长度,成品宽度,数量,纹理,前封边,后封边,左封边,右封边,门板
250727-1021,朗力,	7536633061710,,电台路599弄76号302,主卧床尾柜,18,欧松板,非高光板,S705,主卧床尾柜_柜A_抽屉01_抽屉底板01,752,364,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633062106,,电台路599弄76号302,主卧床尾柜,18,欧松板,非高光板,S705,主卧床尾柜_柜A_抽屉03_抽面一长C型通体01,846.5,160,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633062113,,电台路599弄76号302,主卧床尾柜,18,欧松板,非高光板,S705,主卧床尾柜_柜A_抽屉03_抽盒前板01,752,110,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633062120,,电台路599弄76号302,主卧床尾柜,18,欧松板,非高光板,S705,主卧床尾柜_柜A_抽屉03_抽屉右板01,400,110,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633062137,,电台路599弄76号302,主卧床尾柜,18,欧松板,非高光板,S705,主卧床尾柜_柜A_抽屉03_抽屉左板01,400,110,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633062144,,电台路599弄76号302,主卧床尾柜,18,欧松板,非高光板,S705,主卧床尾柜_柜A_抽屉03_抽屉后板01,752,110,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633062083,,电台路599弄76号302,主卧床尾柜,18,欧松板,非高光板,S705,主卧床尾柜_柜A_抽屉03_抽屉底板01,752,364,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633062618,,电台路599弄76号302,主卧床尾柜,18,欧松板,非高光板,S705,主卧床尾柜_柜A_横隔板05,814,480,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633062700,,电台路599弄76号302,主卧床尾柜,18,欧松板,非高光板,S705,主卧床尾柜_柜A_横隔板06,814,480,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7538404300097,,电台路599弄76号302,主卧床尾柜,18,欧松板,非高光板,S705,主卧床尾柜_柜A_背板04,474,814,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7538404300165,,电台路599弄76号302,主卧床尾柜,18,欧松板,非高光板,S705,主卧床尾柜_柜A_背板05,474,814,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633064209,,电台路599弄76号302,主卧床尾柜,18,欧松板,非高光板,S705,主卧床尾柜_单板A_竖隔板01,620,900,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633064278,,电台路599弄76号302,主卧床尾柜,18,欧松板,非高光板,S705,主卧床尾柜_单板B_竖隔板01,720,900,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633065725,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_柜C_左立板01,2299,620,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633065756,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_柜C_右立板01,2299,620,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633065787,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_柜C_中立板01,2299,620,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633065831,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_柜C_顶板01,348,620,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633065855,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_柜C_顶板02,723,620,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633065923,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_柜C_踢脚线01_踢脚线前挡板01,348,60,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633065930,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_柜C_踢脚线01_踢脚线后挡板01,60,348,1,无纹理,1,1,1,1,非门板
250727-1021,朗力,	7536633065909,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_柜C_底板01,348,620,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633066029,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_柜C_踢脚线02_踢脚线前挡板01,723,60,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633066036,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_柜C_踢脚线02_踢脚线后挡板01,60,723,1,无纹理,1,1,1,1,非门板
250727-1021,朗力,	7536633066005,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_柜C_底板02,723,620,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633066104,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_柜C_横隔板02,723,620,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633066180,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_柜C_背板01,2203,348,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633066203,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_柜C_背板03,485,723,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633066227,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_柜C_背板02,1700,723,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633066272,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_柜C_收口条01_L收口辅板01,1125,70,1,无纹理,1,1,1,1,非门板
250727-1021,朗力,	7536633066289,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_柜C_收口条01_L收口面板01,1125,40,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633066425,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_柜C_柜门01_左开拉直器1050J型拉手01_左开,2319,372,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7536633066678,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_柜C_柜门02_左开拉直器1050J型拉手01_左开,2319,372,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7536633066753,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_柜C_柜门03_右开拉直器01_右开,2319,372,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7536633066982,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_柜C_活动层板04,722,550,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633067125,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_柜C_横隔板03,348,600,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633067170,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_柜C_活动层板03,347,600,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633067224,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_柜C_横隔板01,348,600,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633067279,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_柜C_活动层板02,347,600,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633067323,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_柜C_活动层板01,347,600,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633067682,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_柜B_右立板01,1952,640,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633067712,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_柜B_左立板01,1952,640,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633067743,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_柜B_顶板01,838,640,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633067781,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_柜B_背板01,1934,838,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633067989,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_吊柜A_右立板01,347,600,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633068016,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_吊柜A_左立板01,347,600,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633068047,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_吊柜A_顶板01,838,600,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633068092,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_吊柜A_底板01,838,600,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633068139,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_吊柜A_背板01,311,838,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633068160,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_吊柜A_收口条01_L收口辅板01,874,70,1,无纹理,1,1,1,1,非门板
250727-1021,朗力,	7536633068177,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_吊柜A_收口条01_L收口面板01,874,40,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633068191,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_吊柜A_柜门01_双开左01_左开,375,435.5,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7536633068221,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_吊柜A_柜门01_双开右01_右开,375,435.5,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7536633068528,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_柜A_右立板01,2339,628,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633068559,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_柜A_左立板01,2339,630,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633068641,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_柜A_柜门01_左开拉直器01_左开,2319,312,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7536633069082,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_地柜A_顶板01,632,374,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633069112,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_地柜A_左立板01,410,374,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633069150,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_地柜A_右立板01,410,374,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633069181,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_地柜A_背板01,410,596,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633069211,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_地柜A_活动层板01,595,354,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633069532,,电台路599弄76号302,冰箱柜鞋柜,18,欧松板,非高光板,S705,冰箱柜鞋柜_柜D_竖隔板01,1911,632,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633069754,,电台路599弄76号302,入户门套,18,欧松板,非高光板,S705,入户门套_一长海棠角_竖隔板01,2339,418,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633069860,,电台路599弄76号302,入户门套,18,欧松板,非高光板,S705,入户门套_一长海棠角01_竖隔板01,2339,50,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633069907,,电台路599弄76号302,入户门套,18,欧松板,非高光板,S705,入户门套_一长海棠角02_竖隔板01,912,343,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633069990,,电台路599弄76号302,入户门套,18,欧松板,非高光板,S705,入户门套_一长开卡槽_竖隔板01,936,182,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633070057,,电台路599弄76号302,入户门套,18,欧松板,非高光板,S705,入户门套_一长开卡槽01_竖隔板01,1990,182,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633070071,,电台路599弄76号302,入户门套,18,欧松板,非高光板,S705,入户门套_一长开卡槽02_竖隔板01,1990,182,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633070262,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_左立板01,2462,550,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633070293,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_中立板01,2462,550,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633070330,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_中立板02,2462,550,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633070378,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_中立板03,2462,550,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633070439,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_中立板04,2462,550,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633070477,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_右立板01,2462,550,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633070507,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_顶板01,494,550,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633070521,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_顶板02,961,550,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633070576,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_顶板03,1039,550,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633070590,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_顶板04,506,550,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633070668,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_踢脚线02_踢脚线前挡板01,961,60,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633070675,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_踢脚线02_踢脚线后挡板01,60,961,1,无纹理,1,1,1,1,非门板
250727-1021,朗力,	7536633070644,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_底板02,961,550,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633070729,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_踢脚线01_踢脚线前挡板01,494,60,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633070736,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_踢脚线01_踢脚线后挡板01,60,494,1,无纹理,1,1,1,1,非门板
250727-1021,朗力,	7536633070705,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_底板01,494,550,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633070781,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_踢脚线03_踢脚线前挡板01,506,60,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633070798,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_踢脚线03_踢脚线后挡板01,60,506,1,无纹理,1,1,1,1,非门板
250727-1021,朗力,	7536633070767,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_底板03,506,550,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633070866,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_拉条06,961,70,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633070880,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_拉条04,961,70,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633070941,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_拉条05,494,70,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633070965,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_拉条03,494,70,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633071122,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_背板04,2366,506,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633071207,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_横隔板02,1039,550,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633071290,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_横隔板06,1039,550,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633071375,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_背板05,1141,1039,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633071399,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_背板01,841,1039,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633071412,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_背板06,426,1039,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633071559,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_收口条03_L收口辅板01,1509,70,1,无纹理,1,1,1,1,非门板
250727-1021,朗力,	7536633071566,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_收口条03_L收口面板01,1509,40,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633071535,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_收口条04_L收口辅板01,1599,70,1,无纹理,1,1,1,1,非门板
250727-1021,朗力,	7536633071542,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_收口条04_L收口面板01,1599,40,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633071856,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_收口条01_侧收口01,2502,70,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633071702,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_收口条02_L收口辅板01,2502,70,1,无纹理,1,1,1,1,非门板
250727-1021,朗力,	7536633071719,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_收口条02_L收口面板01,2502,30,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633071931,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_竖隔板01,850,1509,1,无纹理,1,1,1,1,非门板
250727-1021,朗力,	7536633072242,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_拉条01,494,70,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633072280,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_拉条02,961,70,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633072419,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_柜门05_左开下横J型通体01_左开,1640,500,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7536633072440,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_柜门05_右开下横J型通体01_右开,1640,500,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7536633072488,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_柜门04_左开下横J型通体01_左开,1640,500,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7536633072686,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_横隔板01,506,532,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633072778,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_柜门03_左开下横J型通体01_左开,1640,530,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7536633072808,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_柜门03_右开下横J型通体01_右开,1640,530,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7536633072846,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_柜门02_右开下横C型通体01_右开,1922,530,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7536633073102,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_柜门01_左开上横C型通体注意拉手做平的C型01_左开,840,530,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7536633073133,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_柜门01_右开上横C型通体注意拉手做平的C型01_右开,840,530,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7536633073287,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_抽屉02_抽面一长J型通体01,530,277.25,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633073294,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_抽屉02_抽盒前板01,444,210,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633073300,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_抽屉02_抽屉右板01,450,210,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633073317,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_抽屉02_抽屉左板01,450,210,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633073324,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_抽屉02_抽屉后板01,444,210,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633073263,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_抽屉02_抽屉底板01,444,414,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633073355,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_抽屉01_抽面一长J型通体01,530,277.75,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633073362,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_抽屉01_抽盒前板01,444,168,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633073379,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_抽屉01_抽屉右板01,450,168,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633073386,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_抽屉01_抽屉左板01,450,168,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633073393,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_抽屉01_抽屉后板01,444,168,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633073331,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_抽屉01_抽屉底板01,444,414,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633073683,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_横隔板05,961,523,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633073775,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_横隔板04,961,523,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633073874,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_活动层板02,493,521,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633073966,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_活动层板01,493,521,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633074055,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_横隔板03,494,521,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633074222,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_衣柜_横隔板07,506,532,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633077292,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_书桌吊柜_左立板01,1082,300,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633077322,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_书桌吊柜_右立板01,1122,300,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633077353,,电台路599弄76号302,次卧衣柜书桌,18,欧松板,非高光板,S705,次卧衣柜书桌_书桌吊柜_中立板01,1082,300,1,竖纹,1,1,1,1,非门板
